a,22.92,1.25,u,g,q,v,0.25,f,f,0,t,g,00120,809,-
b,42.83,4.625,u,g,q,v,4.58,t,f,0,f,s,00000,0,+
a,20.83,8.5,u,g,c,v,0.165,f,f,0,f,g,00000,351,-
a,30.42,1.375,u,g,w,h,0.04,f,t,3,f,g,00000,33,-
a,18.42,9.25,u,g,q,v,1.21,t,t,4,f,g,00060,540,+
b,17.08,3.29,u,g,i,v,0.335,f,f,0,t,g,00140,2,-
a,68.67,15.0,u,g,e,z,0.0,t,t,14,f,g,00000,3376,+
b,30.17,1.085,y,p,c,v,0.04,f,f,0,f,g,00170,179,-
a,22.50,8.46,y,p,x,v,2.46,f,f,0,f,g,00164,0,+
b,23.75,0.415,y,p,c,v,0.04,f,t,2,f,g,00128,6,-
b,44.25,0.5,u,g,m,v,10.75,t,f,0,f,s,00400,0,-
b,23.17,0.0,u,g,cc,v,0.085,t,f,0,f,g,00000,0,+
a,24.50,1.04,y,p,ff,ff,0.5,t,t,3,f,g,00180,147,-
b,41.00,0.04,u,g,e,v,0.04,f,t,1,f,s,00560,0,+
b,18.83,0.415,y,p,c,v,0.165,f,t,1,f,g,00200,1,-
b,36.67,4.415,y,p,k,v,0.25,t,t,10,t,g,00320,0,+
b,38.17,10.125,u,g,x,v,2.5,t,t,6,f,g,00520,196,+
b,37.50,1.125,y,p,d,v,1.5,f,f,0,t,g,00431,0,+
b,13.75,4.0,y,p,w,v,1.75,t,t,2,t,g,00120,1000,+
a,20.42,10.5,y,p,x,h,0.0,f,f,0,t,g,00154,32,-
a,57.08,19.5,u,g,c,v,5.5,t,t,7,f,g,00000,3000,+
b,19.42,7.25,u,g,m,v,0.04,f,t,1,f,g,00100,1,-
a,30.50,6.5,u,g,c,bb,4.0,t,t,7,t,g,00000,3065,+
b,18.17,10.25,u,g,c,h,1.085,f,f,0,f,g,00320,13,-
b,22.08,11.0,u,g,cc,v,0.665,t,f,0,f,g,00100,0,+
b,33.67,2.165,u,g,c,v,1.5,f,f,0,f,p,00120,0,-
b,64.08,20.0,u,g,x,h,17.5,t,t,9,t,g,00000,1000,+
b,36.17,0.42,y,p,w,v,0.29,f,f,0,t,g,00309,2,-
a,19.17,5.415,u,g,i,h,0.29,f,f,0,f,g,00080,484,-
b,22.25,9.0,u,g,aa,v,0.085,f,f,0,f,g,00000,0,-
b,28.92,0.375,u,g,c,v,0.29,f,f,0,f,g,00220,140,-
b,25.42,0.54,u,g,w,v,0.165,f,t,1,f,g,00272,444,-
a,58.67,4.46,u,g,q,h,3.04,t,t,6,f,g,00043,560,+
b,40.25,21.5,u,g,e,z,20.0,t,t,11,f,g,00000,1200,+
a,28.75,3.75,u,g,c,v,1.085,t,t,1,t,g,00371,0,+
a,20.83,0.5,y,p,e,dd,1.0,f,f,0,f,g,00260,0,-
b,47.33,6.5,u,g,c,v,1.0,f,f,0,t,g,00000,228,-
a,28.58,3.54,u,g,i,bb,0.5,t,f,0,t,g,00171,0,-
b,27.58,3.25,y,p,q,h,5.085,f,t,2,t,g,00369,1,-
a,23.75,0.71,u,g,w,v,0.25,f,t,1,t,g,00240,4,-
a,65.17,14.0,u,g,ff,ff,0.0,t,t,11,t,g,00000,1400,+
b,54.33,6.75,u,g,c,h,2.625,t,t,11,t,g,00000,284,+
b,25.67,3.25,u,g,c,h,2.29,f,t,1,t,g,00416,21,-
b,22.75,11.0,u,g,q,v,2.5,t,t,7,t,g,00100,809,+
a,30.58,10.665,u,g,q,h,0.085,f,t,12,t,g,00129,3,-
a,26.08,8.665,u,g,aa,v,1.415,t,f,0,f,g,00160,150,+
a,58.42,21.0,u,g,i,bb,10.0,t,t,13,f,g,00000,6700,+
b,41.92,0.42,u,g,c,h,0.21,t,t,6,f,g,00220,948,+
b,27.58,2.04,y,p,aa,v,2.0,t,t,3,t,g,00370,560,+
b,33.58,0.335,y,p,cc,v,0.085,f,f,0,f,g,00180,0,-
b,29.92,1.835,u,g,c,h,4.335,t,f,0,f,g,00260,200,+
a,17.92,10.21,u,g,ff,ff,0.0,f,f,0,f,g,00000,50,-
b,20.67,0.835,y,p,c,v,2.0,f,f,0,t,s,00240,0,-
a,24.50,0.5,u,g,q,h,1.5,t,f,0,f,g,00280,824,+
a,25.75,0.5,u,g,c,h,0.875,t,f,0,t,g,00491,0,+
b,25.00,12.5,u,g,aa,v,3.0,t,f,0,t,s,00020,0,+
b,40.58,5.0,u,g,c,v,5.0,t,t,7,f,g,00000,3065,+
a,18.92,9.0,u,g,aa,v,0.75,t,t,2,f,g,00088,591,+
b,25.50,0.375,u,g,m,v,0.25,t,t,3,f,g,00260,15108,+
b,38.42,0.705,u,g,c,v,0.375,f,t,2,f,g,00225,500,-
b,18.33,1.21,y,p,e,dd,0.0,f,f,0,f,g,00100,0,-
a,27.67,1.5,u,g,m,v,2.0,t,f,0,f,s,00368,0,-
b,39.92,5.0,u,g,i,bb,0.21,f,f,0,f,g,00550,0,-
b,20.17,5.625,u,g,w,v,1.71,t,f,0,f,s,00120,0,+
a,22.25,1.25,y,p,ff,ff,3.25,f,f,0,f,g,00280,0,-
a,22.75,6.165,u,g,aa,v,0.165,f,f,0,f,g,00220,1000,-
b,35.00,3.375,u,g,c,h,8.29,f,f,0,t,g,00000,0,-
b,25.17,6.0,u,g,c,v,1.0,t,t,3,f,g,00000,0,+
b,16.17,0.04,u,g,c,v,0.04,f,f,0,f,g,00000,0,+
b,28.25,5.125,u,g,x,v,4.75,t,t,2,f,g,00420,7,+
b,23.00,0.75,u,g,m,v,0.5,t,f,0,t,s,00320,0,-
b,52.33,1.375,y,p,c,h,9.46,t,f,0,t,g,00200,100,-
a,22.58,10.75,u,g,q,v,0.415,t,t,5,t,g,00000,560,+
a,47.75,8.0,u,g,c,v,7.875,t,t,6,t,g,00000,1260,+
b,22.08,2.335,u,g,k,v,0.75,f,f,0,f,g,00180,0,-
a,24.75,12.5,u,g,aa,v,1.5,t,t,12,t,g,00120,567,+
b,18.58,10.29,u,g,ff,ff,0.415,f,f,0,f,g,00080,0,-
b,16.50,0.125,u,g,c,v,0.165,f,f,0,f,g,00132,0,-
b,44.33,0.5,u,g,i,h,5.0,t,f,0,t,g,00320,0,+
